loan_amount,purpose,annual_income,home_ownership,issue_date,emp_length,dti,term,Encoded Homeownership,Encoded Loan Purpose,Income Group,Term (Numeric),,,
10000,Debt consolidation,42000,MORTGAGE,10/06/2021,3 years,0.0794, 36 months,2,3,Medium,36,,,
9000,Debt consolidation,65993,MORTGAGE,10/03/2021,3 years,0.2013, 36 months,2,3,Medium,36,,,
9600,Debt consolidation,51500,MORTGAGE,10/07/2021,3 years,0.1943, 36 months,2,3,Medium,36,,,
19400,Debt consolidation,316800,MORTGAGE,10/05/2021,3 years,0.0725, 36 months,2,3,Medium,36,,,
2000,Debt consolidation,45000,MORTGAGE,11/08/2021,4 years,0.0803, 36 months,2,3,Medium,36,,,
5000,Debt consolidation,80000,MORTGAGE,10/02/2021,4 years,0.1324, 36 months,2,3,Medium,36,,,
9600,Debt consolidation,65000,MORTGAGE,11/06/2021,4 years,0.1106, 36 months,2,3,Medium,36,,,
10000,Debt consolidation,49600,MORTGAGE,10/03/2021,4 years,0.1965, 36 months,2,3,Medium,36,,,
2000,Debt consolidation,36000,MORTGAGE,10/04/2021,4 years,0.208, 36 months,2,3,Medium,36,,,
16000,Debt consolidation,69000,MORTGAGE,10/03/2021,4 years,0.0929, 36 months,2,3,Medium,36,,,
12000,Debt consolidation,190000,MORTGAGE,09/11/2021,4 years,0.0821, 36 months,2,3,Medium,36,,,
15000,Debt consolidation,45000,MORTGAGE,11/06/2021,4 years,0.1915, 36 months,2,3,Medium,36,,,
25000,Debt consolidation,68902.67,MORTGAGE,10/03/2021,5 years,0.2262, 36 months,2,3,Medium,36,,,
16500,Debt consolidation,57335,MORTGAGE,10/06/2021,6 years,0.089, 36 months,2,3,Medium,36,,,
12000,Debt consolidation,52000,MORTGAGE,10/10/2021,6 years,0.0554, 36 months,2,3,Medium,36,,,
16000,Debt consolidation,95000,MORTGAGE,10/02/2021,8 years,0.1592, 36 months,2,3,Medium,36,,,
10000,Debt consolidation,72000,MORTGAGE,10/04/2021,9 years,0.1493, 36 months,2,3,Medium,36,,,
12000,Debt consolidation,63500,MORTGAGE,10/04/2021,9 years,0.1391, 36 months,2,3,Medium,36,,,
20000,Debt consolidation,95000,MORTGAGE,10/03/2021,< 1 year,0.2187, 36 months,2,3,Medium,36,,,
6250,Debt consolidation,25000,MORTGAGE,09/11/2021,< 1 year,0.1373, 36 months,2,3,Low,36,,,
25000,Debt consolidation,300000,MORTGAGE,10/02/2021,< 1 year,0.1616, 36 months,2,3,Medium,36,,,
25000,Debt consolidation,120000,MORTGAGE,10/01/2021,< 1 year,0.0839, 36 months,2,3,Medium,36,,,
2800,Debt consolidation,24000,MORTGAGE,10/05/2021,1 year,0.05, 36 months,2,3,Low,36,,,
1000,Debt consolidation,32000,MORTGAGE,11/09/2021,10+ years,0.1995, 36 months,2,3,Medium,36,,,
7500,Debt consolidation,75000,MORTGAGE,08/05/2021,10+ years,0.2058, 36 months,2,3,Medium,36,,,
24150,Debt consolidation,103500,MORTGAGE,09/11/2021,10+ years,0.1388, 36 months,2,3,Medium,36,,,
10000,Debt consolidation,41000,MORTGAGE,10/02/2021,10+ years,0.1642, 36 months,2,3,Medium,36,,,
12000,Debt consolidation,87504,MORTGAGE,10/09/2021,2 years,0.0459, 36 months,2,3,Medium,36,,,
12000,Debt consolidation,60000,MORTGAGE,10/08/2021,4 years,0.115, 36 months,2,3,Medium,36,,,
25000,Debt consolidation,130000,MORTGAGE,10/03/2021,5 years,0.1476, 36 months,2,3,Medium,36,,,
12000,Debt consolidation,70000,MORTGAGE,11/09/2021,< 1 year,0.0447, 36 months,2,3,Medium,36,,,
8000,Debt consolidation,30000,MORTGAGE,09/04/2021,< 1 year,0.1544, 36 months,2,3,Medium,36,,,
6400,Debt consolidation,58000,MORTGAGE,11/09/2021,10+ years,0.0914, 36 months,2,3,Medium,36,,,
13000,Debt consolidation,100000,MORTGAGE,10/05/2021,3 years,0.1589, 36 months,2,3,Medium,36,,,
7500,Debt consolidation,80500,MORTGAGE,08/08/2021,8 years,0.2303, 36 months,2,3,Medium,36,,,
15000,Debt consolidation,140000,MORTGAGE,10/06/2021,3 years,0.167, 36 months,2,3,Medium,36,,,
10000,Debt consolidation,90000,MORTGAGE,11/04/2021,2 years,0.1588, 36 months,2,3,Medium,36,,,
7000,Debt consolidation,40000,MORTGAGE,10/12/2021,1 year,0.1518, 36 months,2,3,Medium,36,,,
12500,Debt consolidation,135000,MORTGAGE,11/07/2021,1 year,0.1733, 36 months,2,3,Medium,36,,,
5000,Debt consolidation,60000,MORTGAGE,09/10/2021,10+ years,0.2092, 36 months,2,3,Medium,36,,,
7200,Debt consolidation,65000,MORTGAGE,11/09/2021,10+ years,0.1916, 36 months,2,3,Medium,36,,,
18000,Debt consolidation,325000,MORTGAGE,10/01/2021,10+ years,0.111, 36 months,2,3,Medium,36,,,
15000,Debt consolidation,90000,MORTGAGE,10/01/2021,10+ years,0.1679, 36 months,2,3,Medium,36,,,
8000,Debt consolidation,54000,MORTGAGE,10/07/2021,10+ years,0.2409, 36 months,2,3,Medium,36,,,
25000,Debt consolidation,93200,MORTGAGE,10/06/2021,10+ years,0.2423, 36 months,2,3,Medium,36,,,
9800,Debt consolidation,54442,MORTGAGE,10/02/2021,10+ years,0.1184, 36 months,2,3,Medium,36,,,
8000,Debt consolidation,65000,MORTGAGE,11/09/2021,2 years,0.0932, 36 months,2,3,Medium,36,,,
10000,Debt consolidation,33800,MORTGAGE,09/12/2021,2 years,0.1502, 36 months,2,3,Medium,36,,,
4000,Debt consolidation,21948,MORTGAGE,09/05/2021,2 years,0.0191, 36 months,2,3,Low,36,,,
7500,Debt consolidation,55000,MORTGAGE,10/07/2021,3 years,0.1025, 36 months,2,3,Medium,36,,,
7500,Debt consolidation,68000,MORTGAGE,08/07/2021,3 years,0.1816, 36 months,2,3,Medium,36,,,
5500,Debt consolidation,78792,MORTGAGE,09/08/2021,4 years,0.0804, 36 months,2,3,Medium,36,,,
2000,Debt consolidation,52000,MORTGAGE,11/09/2021,4 years,0.0584, 36 months,2,3,Medium,36,,,
9000,Debt consolidation,46113.6,MORTGAGE,11/05/2021,4 years,0.0729, 36 months,2,3,Medium,36,,,
4500,Debt consolidation,34500,MORTGAGE,09/01/2021,4 years,0.0758, 36 months,2,3,Medium,36,,,
9975,Debt consolidation,67020,MORTGAGE,08/11/2021,4 years,0.0415, 36 months,2,3,Medium,36,,,
17000,Debt consolidation,75996,MORTGAGE,11/08/2021,4 years,0.1829, 36 months,2,3,Medium,36,,,
12000,Debt consolidation,64000,MORTGAGE,11/11/2021,5 years,0.1832, 36 months,2,3,Medium,36,,,
11100,Debt consolidation,55000,MORTGAGE,11/11/2021,5 years,0.1455, 36 months,2,3,Medium,36,,,
11200,Debt consolidation,186600,MORTGAGE,11/07/2021,5 years,0.1444, 36 months,2,3,Medium,36,,,
13000,Debt consolidation,34977,MORTGAGE,09/10/2021,5 years,0.1887, 36 months,2,3,Medium,36,,,
3000,Debt consolidation,36500,MORTGAGE,10/02/2021,6 years,0.2384, 36 months,2,3,Medium,36,,,
25000,Debt consolidation,100000,MORTGAGE,10/04/2021,6 years,0.1628, 36 months,2,3,Medium,36,,,
8400,Debt consolidation,60000,MORTGAGE,11/08/2021,6 years,0.0724, 36 months,2,3,Medium,36,,,
1000,Debt consolidation,50000,MORTGAGE,08/12/2021,7 years,0.0739, 36 months,2,3,Medium,36,,,
10000,Debt consolidation,82500,MORTGAGE,09/11/2021,7 years,0.2223, 36 months,2,3,Medium,36,,,
25000,Debt consolidation,105000,MORTGAGE,09/12/2021,7 years,0.108, 36 months,2,3,Medium,36,,,
8600,Debt consolidation,46000,MORTGAGE,10/11/2021,8 years,0.1748, 36 months,2,3,Medium,36,,,
25000,Debt consolidation,160000,MORTGAGE,10/01/2021,8 years,0.1636, 36 months,2,3,Medium,36,,,
16000,Debt consolidation,70000,MORTGAGE,10/07/2021,8 years,0.1195, 36 months,2,3,Medium,36,,,
10000,Debt consolidation,77000,MORTGAGE,11/11/2021,9 years,0.1113, 36 months,2,3,Medium,36,,,
6000,Debt consolidation,23920,MORTGAGE,10/04/2021,< 1 year,0.1841, 36 months,2,3,Low,36,,,
10750,Debt consolidation,38000,MORTGAGE,10/01/2021,1 year,0.2245, 36 months,2,3,Medium,36,,,
25000,Debt consolidation,97000,MORTGAGE,10/03/2021,10+ years,0.1815, 36 months,2,3,Medium,36,,,
9600,Debt consolidation,67350,MORTGAGE,09/12/2021,10+ years,0.0556, 36 months,2,3,Medium,36,,,
2500,Debt consolidation,52000,MORTGAGE,10/03/2021,3 years,0.1311, 36 months,2,3,Medium,36,,,
6000,Debt consolidation,38000,MORTGAGE,10/09/2021,3 years,0.1323, 36 months,2,3,Medium,36,,,
7000,Debt consolidation,61240,MORTGAGE,10/12/2021,4 years,0.1338, 36 months,2,3,Medium,36,,,
5400,Debt consolidation,85000,MORTGAGE,10/10/2021,4 years,0.1069, 36 months,2,3,Medium,36,,,
15000,Debt consolidation,40320,MORTGAGE,10/03/2021,4 years,0.1301, 36 months,2,3,Medium,36,,,
15000,Debt consolidation,112000,MORTGAGE,09/11/2021,5 years,0.1215, 36 months,2,3,Medium,36,,,
8000,Debt consolidation,46680,MORTGAGE,10/06/2021,6 years,0.1913, 36 months,2,3,Medium,36,,,
10000,Debt consolidation,120000,MORTGAGE,11/08/2021,6 years,0.1706, 36 months,2,3,Medium,36,,,
16000,Debt consolidation,95904,MORTGAGE,10/01/2021,10+ years,0.1274, 36 months,2,3,Medium,36,,,
3600,Debt consolidation,36000,MORTGAGE,11/10/2021,10+ years,0.206, 36 months,2,3,Medium,36,,,
6000,Debt consolidation,75000,MORTGAGE,10/04/2021,10+ years,0.1645, 36 months,2,3,Medium,36,,,
13000,Debt consolidation,57000,MORTGAGE,10/02/2021,10+ years,0.2276, 36 months,2,3,Medium,36,,,
20000,Debt consolidation,78000,MORTGAGE,09/04/2021,10+ years,0.1551, 36 months,2,3,Medium,36,,,
11000,Debt consolidation,70000,MORTGAGE,10/01/2021,10+ years,0.2412, 36 months,2,3,Medium,36,,,
18000,Debt consolidation,55000,MORTGAGE,09/05/2021,2 years,0.1449, 36 months,2,3,Medium,36,,,
5000,Debt consolidation,37000,MORTGAGE,10/10/2021,2 years,0.1434, 36 months,2,3,Medium,36,,,
7000,Debt consolidation,42000,MORTGAGE,10/10/2021,3 years,0.1746, 36 months,2,3,Medium,36,,,
10750,Debt consolidation,37400,MORTGAGE,10/06/2021,3 years,0.2278, 36 months,2,3,Medium,36,,,
8000,Debt consolidation,120000,MORTGAGE,11/06/2021,4 years,0.1238, 36 months,2,3,Medium,36,,,
4900,Debt consolidation,53000,MORTGAGE,09/03/2021,4 years,0.0322, 36 months,2,3,Medium,36,,,
3250,Debt consolidation,27996,MORTGAGE,10/08/2021,4 years,0.2435, 36 months,2,3,Low,36,,,
10000,Debt consolidation,82000,MORTGAGE,11/07/2021,4 years,0.1746, 36 months,2,3,Medium,36,,,
9600,Debt consolidation,55004,MORTGAGE,09/03/2021,4 years,0.2088, 36 months,2,3,Medium,36,,,
13000,Debt consolidation,91000,MORTGAGE,09/09/2021,4 years,0.2389, 36 months,2,3,Medium,36,,,
17500,Debt consolidation,92400,MORTGAGE,10/04/2021,6 years,0.1391, 36 months,2,3,Medium,36,,,
6600,Debt consolidation,30000,MORTGAGE,09/04/2021,6 years,0.1108, 36 months,2,3,Medium,36,,,
5500,Debt consolidation,52000,MORTGAGE,09/10/2021,7 years,0.1874, 36 months,2,3,Medium,36,,,
17400,Debt consolidation,100000,MORTGAGE,10/02/2021,8 years,0.099, 36 months,2,3,Medium,36,,,
24250,Debt consolidation,60000,MORTGAGE,10/01/2021,9 years,0.1988, 36 months,2,3,Medium,36,,,
25000,Debt consolidation,130000,MORTGAGE,10/02/2021,9 years,0.1635, 36 months,2,3,Medium,36,,,
10200,Debt consolidation,40000,MORTGAGE,11/11/2021,< 1 year,0.1539, 36 months,2,3,Medium,36,,,
24250,Debt consolidation,98000,MORTGAGE,10/02/2021,10+ years,0.19, 36 months,2,3,Medium,36,,,
24000,Debt consolidation,265000,MORTGAGE,10/03/2021,3 years,0.0935, 36 months,2,3,Medium,36,,,
7500,Debt consolidation,138000,MORTGAGE,08/06/2021,3 years,0.0916, 36 months,2,3,Medium,36,,,
10000,Debt consolidation,45000,MORTGAGE,11/06/2021,9 years,0.1717, 36 months,2,3,Medium,36,,,
6000,Debt consolidation,40800,MORTGAGE,08/03/2021,1 year,0.1532, 36 months,2,3,Medium,36,,,
12000,Debt consolidation,105000,MORTGAGE,11/11/2021,5 years,0.117, 36 months,2,3,Medium,36,,,
7000,Debt consolidation,80000,MORTGAGE,11/09/2021,10+ years,0.1093, 36 months,2,3,Medium,36,,,
4000,Debt consolidation,26004,MORTGAGE,09/04/2021,10+ years,0.1472, 36 months,2,3,Low,36,,,
6600,Debt consolidation,32400,MORTGAGE,08/04/2021,10+ years,0.22, 36 months,2,3,Medium,36,,,
11500,Debt consolidation,39672,MORTGAGE,10/04/2021,10+ years,0.2257, 36 months,2,3,Medium,36,,,
9600,Debt consolidation,110000,MORTGAGE,08/04/2021,10+ years,0.1862, 36 months,2,3,Medium,36,,,
25000,Debt consolidation,87000,MORTGAGE,09/12/2021,2 years,0.2419, 36 months,2,3,Medium,36,,,
4000,Debt consolidation,46002,MORTGAGE,10/11/2021,4 years,0.228, 36 months,2,3,Medium,36,,,
7000,Debt consolidation,23000,MORTGAGE,10/02/2021,4 years,0.1706, 36 months,2,3,Low,36,,,
14000,Debt consolidation,64300,MORTGAGE,10/02/2021,4 years,0.2355, 36 months,2,3,Medium,36,,,
12200,Debt consolidation,51600,MORTGAGE,11/01/2021,4 years,0.2223, 36 months,2,3,Medium,36,,,
2000,Debt consolidation,72000,MORTGAGE,11/03/2021,5 years,0.2383, 36 months,2,3,Medium,36,,,
15275,Debt consolidation,78000,MORTGAGE,11/05/2021,6 years,0.2338, 36 months,2,3,Medium,36,,,
10300,Debt consolidation,100000,MORTGAGE,11/06/2021,7 years,0.1567, 36 months,2,3,Medium,36,,,
23000,Debt consolidation,175000,MORTGAGE,10/05/2021,8 years,0.1548, 36 months,2,3,Medium,36,,,
1400,Debt consolidation,54000,MORTGAGE,10/11/2021,8 years,0.2396, 36 months,2,3,Medium,36,,,
12000,Debt consolidation,100000,MORTGAGE,10/01/2021,10+ years,0.2048, 36 months,2,3,Medium,36,,,
19400,Debt consolidation,130000,MORTGAGE,09/11/2021,2 years,0.126, 36 months,2,3,Medium,36,,,
12000,Debt consolidation,72000,MORTGAGE,11/11/2021,5 years,0.1633, 36 months,2,3,Medium,36,,,
10000,Debt consolidation,42000,MORTGAGE,10/03/2021,6 years,0.2483, 36 months,2,3,Medium,36,,,
7500,Debt consolidation,175000,MORTGAGE,10/09/2021,< 1 year,0.1474, 36 months,2,3,Medium,36,,,
25000,Debt consolidation,334000,MORTGAGE,10/04/2021,8 years,0.0022, 36 months,2,3,Medium,36,,,
7500,Debt consolidation,170000,MORTGAGE,11/08/2021,9 years,0.2174, 36 months,2,3,Medium,36,,,
8000,Debt consolidation,72000,MORTGAGE,10/04/2021,10+ years,0.1893, 36 months,2,3,Medium,36,,,
14000,Debt consolidation,55000,MORTGAGE,09/03/2021,2 years,0.1892, 36 months,2,3,Medium,36,,,
6500,Debt consolidation,57996,MORTGAGE,09/01/2021,2 years,0.1587, 36 months,2,3,Medium,36,,,
7500,Debt consolidation,55200,MORTGAGE,10/10/2021,2 years,0.1254, 36 months,2,3,Medium,36,,,
19600,Debt consolidation,75000,MORTGAGE,08/03/2021,2 years,0.1936, 36 months,2,3,Medium,36,,,
1250,Debt consolidation,33000,MORTGAGE,11/07/2021,3 years,0.1207, 36 months,2,3,Medium,36,,,
20000,Debt consolidation,98240,MORTGAGE,09/09/2021,4 years,0.0919, 36 months,2,3,Medium,36,,,
15250,Debt consolidation,50000,MORTGAGE,10/10/2021,4 years,0.1946, 36 months,2,3,Medium,36,,,
15600,Debt consolidation,92000,MORTGAGE,09/11/2021,4 years,0.1445, 36 months,2,3,Medium,36,,,
8000,Debt consolidation,80000,MORTGAGE,09/03/2021,5 years,0.163, 36 months,2,3,Medium,36,,,
9000,Debt consolidation,70000,MORTGAGE,11/11/2021,6 years,0.0691, 36 months,2,3,Medium,36,,,
17600,Debt consolidation,90000,MORTGAGE,10/01/2021,7 years,0.1735, 36 months,2,3,Medium,36,,,
20000,Debt consolidation,90000,MORTGAGE,09/12/2021,9 years,0.1743, 36 months,2,3,Medium,36,,,
20700,Debt consolidation,105398,MORTGAGE,10/11/2021,9 years,0.222, 36 months,2,3,Medium,36,,,
15000,Debt consolidation,113000,MORTGAGE,09/04/2021,< 1 year,0.1312, 36 months,2,3,Medium,36,,,
15000,Debt consolidation,100296,MORTGAGE,08/12/2021,< 1 year,0.1113, 36 months,2,3,Medium,36,,,
6625,Debt consolidation,36000,MORTGAGE,11/04/2021,2 years,0.231, 36 months,2,3,Medium,36,,,
10000,Debt consolidation,85680,MORTGAGE,10/03/2021,10+ years,0.0847, 36 months,2,3,Medium,36,,,
20000,Debt consolidation,96000,MORTGAGE,09/12/2021,4 years,0.1582, 36 months,2,3,Medium,36,,,
5000,Debt consolidation,54828,MORTGAGE,10/10/2021,10+ years,0.2397, 36 months,2,3,Medium,36,,,
9600,Debt consolidation,62000,MORTGAGE,11/07/2021,10+ years,0.1469, 36 months,2,3,Medium,36,,,
8000,Debt consolidation,55074,MORTGAGE,09/02/2021,3 years,0.2218, 36 months,2,3,Medium,36,,,
6000,Debt consolidation,41000,MORTGAGE,11/01/2021,3 years,0.1218, 36 months,2,3,Medium,36,,,
16000,Debt consolidation,60000,MORTGAGE,10/01/2021,9 years,0.248, 36 months,2,3,Medium,36,,,
20000,Debt consolidation,120000,MORTGAGE,09/11/2021,< 1 year,0.0388, 36 months,2,3,Medium,36,,,
16000,Debt consolidation,98000,MORTGAGE,09/10/2021,< 1 year,0.0852, 36 months,2,3,Medium,36,,,
16000,Debt consolidation,64000,MORTGAGE,11/08/2021,10+ years,0.1761, 36 months,2,3,Medium,36,,,
18000,Debt consolidation,117996,MORTGAGE,09/09/2021,6 years,0.1774, 36 months,2,3,Medium,36,,,
24000,Debt consolidation,79996,MORTGAGE,09/03/2021,2 years,0.1493, 36 months,2,3,Medium,36,,,
6000,Debt consolidation,22884,MORTGAGE,09/02/2021,4 years,0.1862, 36 months,2,3,Low,36,,,
7500,Debt consolidation,75000,MORTGAGE,08/08/2021,5 years,0.1944, 36 months,2,3,Medium,36,,,
16000,Debt consolidation,67000,MORTGAGE,09/03/2021,1 year,0.1039, 36 months,2,3,Medium,36,,,
13000,Debt consolidation,55000,MORTGAGE,10/10/2021,10+ years,0.2481, 36 months,2,3,Medium,36,,,
12000,Debt consolidation,39099,MORTGAGE,10/02/2021,2 years,0.031, 36 months,2,3,Medium,36,,,
12000,Debt consolidation,70000,MORTGAGE,10/04/2021,2 years,0.2181, 36 months,2,3,Medium,36,,,
16000,Debt consolidation,78000,MORTGAGE,10/02/2021,3 years,0.1474, 36 months,2,3,Medium,36,,,
15000,Debt consolidation,62000,MORTGAGE,09/02/2021,5 years,0.0739, 36 months,2,3,Medium,36,,,
8500,Debt consolidation,75000,MORTGAGE,10/01/2021,5 years,0.0786, 36 months,2,3,Medium,36,,,
7000,Debt consolidation,62400,MORTGAGE,09/10/2021,7 years,0.1352, 36 months,2,3,Medium,36,,,
4000,Debt consolidation,40900,MORTGAGE,08/08/2021,2 years,0.2447, 36 months,2,3,Medium,36,,,
25000,Debt consolidation,225000,MORTGAGE,10/03/2021,< 1 year,0.1521, 36 months,2,3,Medium,36,,,
24500,Debt consolidation,92000,MORTGAGE,10/03/2021,10+ years,0.2237, 36 months,2,3,Medium,36,,,
13750,Debt consolidation,56000,MORTGAGE,09/10/2021,10+ years,0.2404, 36 months,2,3,Medium,36,,,
19400,Debt consolidation,60000,MORTGAGE,09/01/2021,5 years,0.1388, 36 months,2,3,Medium,36,,,
25000,Debt consolidation,106000,MORTGAGE,10/01/2021,5 years,0.1637, 36 months,2,3,Medium,36,,,
25000,Debt consolidation,114000,MORTGAGE,10/03/2021,7 years,0.2312, 36 months,2,3,Medium,36,,,
11000,Debt consolidation,30000,MORTGAGE,11/10/2021,10+ years,0.138, 36 months,2,3,Medium,36,,,
5600,Debt consolidation,53004,MORTGAGE,10/06/2021,10+ years,0.0885, 36 months,2,3,Medium,36,,,
9600,Debt consolidation,62004,MORTGAGE,09/06/2021,1 year,0.1521, 36 months,2,3,Medium,36,,,
10000,Debt consolidation,60000,MORTGAGE,10/01/2021,3 years,0.1436, 36 months,2,3,Medium,36,,,
2100,Debt consolidation,68000,MORTGAGE,09/11/2021,9 years,0.0833, 36 months,2,3,Medium,36,,,
7000,Debt consolidation,48000,MORTGAGE,08/11/2021,10+ years,0.098, 36 months,2,3,Medium,36,,,
7500,Debt consolidation,90000,MORTGAGE,11/06/2021,3 years,0.0712, 36 months,2,3,Medium,36,,,
16000,Debt consolidation,80000,MORTGAGE,09/06/2021,10+ years,0.1716, 36 months,2,3,Medium,36,,,
9750,Debt consolidation,69950,MORTGAGE,11/10/2021,10+ years,0.2021, 36 months,2,3,Medium,36,,,
10000,Debt consolidation,56700,MORTGAGE,10/03/2021,9 years,0.139, 36 months,2,3,Medium,36,,,
1400,Debt consolidation,36000,MORTGAGE,10/08/2021,8 years,0.148, 36 months,2,3,Medium,36,,,
4800,Debt consolidation,56000,MORTGAGE,09/11/2021,9 years,0.0881, 36 months,2,3,Medium,36,,,
3000,Debt consolidation,60000,MORTGAGE,10/05/2021,5 years,0.242, 36 months,2,3,Medium,36,,,
13050,Debt consolidation,140000,MORTGAGE,10/02/2021,5 years,0.1107, 36 months,2,3,Medium,36,,,
16000,Debt consolidation,72000,MORTGAGE,11/08/2021,10+ years,0.1503, 36 months,2,3,Medium,36,,,
20000,Debt consolidation,90000,MORTGAGE,08/03/2021,8 years,0.2345, 36 months,2,3,Medium,36,,,
7200,Debt consolidation,102000,MORTGAGE,10/06/2021,7 years,0.0451, 36 months,2,3,Medium,36,,,
18225,Debt consolidation,35004,OTHER,09/03/2021,6 years,0.2276, 36 months,0,3,Medium,36,,,
7000,Debt consolidation,35000,OTHER,08/04/2021,< 1 year,0.1581, 36 months,0,3,Medium,36,,,
4500,Debt consolidation,63000,OTHER,09/07/2021,2 years,0.1333, 36 months,0,3,Medium,36,,,
10400,Debt consolidation,50016,OTHER,09/06/2021,1 year,0.0809, 36 months,0,3,Medium,36,,,
15000,Debt consolidation,60000,OTHER,09/05/2021,2 years,0.1486, 36 months,0,3,Medium,36,,,
10000,Debt consolidation,108000,OTHER,08/07/2021,5 years,0.0977, 36 months,0,3,Medium,36,,,
6000,Debt consolidation,69996,OTHER,09/10/2021,10+ years,0.1728, 36 months,0,3,Medium,36,,,
12000,Debt consolidation,75000,OTHER,09/11/2021,5 years,0.2477, 36 months,0,3,Medium,36,,,
12000,Debt consolidation,37500,OTHER,09/05/2021,< 1 year,0.2109, 36 months,0,3,Medium,36,,,
7500,Debt consolidation,19200,OTHER,08/03/2021,< 1 year,0.1094, 36 months,0,3,Low,36,,,
7000,Debt consolidation,42500,OTHER,09/10/2021,< 1 year,0.1064, 36 months,0,3,Medium,36,,,
8000,Debt consolidation,60000,OTHER,09/10/2021,8 years,0.0678, 36 months,0,3,Medium,36,,,
19500,Debt consolidation,48500,OTHER,08/12/2021,1 year,0.1457, 36 months,0,3,Medium,36,,,
6600,Debt consolidation,31200,OWN,11/07/2021,1 year,0.1169, 36 months,3,3,Medium,36,,,
8000,Debt consolidation,24000,OWN,11/10/2021,1 year,0.1805, 36 months,3,3,Low,36,,,
7000,Debt consolidation,29112,OWN,11/07/2021,1 year,0.089, 36 months,3,3,Low,36,,,
8000,Debt consolidation,25000,OWN,09/09/2021,1 year,0.203, 36 months,3,3,Low,36,,,
10000,Debt consolidation,35000,OWN,11/10/2021,1 year,0.2311, 36 months,3,3,Medium,36,,,
5000,Debt consolidation,20000,OWN,09/10/2021,1 year,0.1092, 36 months,3,3,Low,36,,,
14400,Debt consolidation,70000,OWN,10/08/2021,1 year,0.1478, 36 months,3,3,Medium,36,,,
6000,Debt consolidation,125000,OWN,11/06/2021,10+ years,0.0772, 36 months,3,3,Medium,36,,,
6425,Debt consolidation,38000,OWN,11/08/2021,10+ years,0.1096, 36 months,3,3,Medium,36,,,
6000,Debt consolidation,47820,OWN,11/08/2021,10+ years,0.131, 36 months,3,3,Medium,36,,,
5000,Debt consolidation,85800,OWN,09/08/2021,10+ years,0.0792, 36 months,3,3,Medium,36,,,
11200,Debt consolidation,45000,OWN,11/12/2021,10+ years,0.1864, 36 months,3,3,Medium,36,,,
4000,Debt consolidation,38000,OWN,09/04/2021,10+ years,0.1345, 36 months,3,3,Medium,36,,,
9000,Debt consolidation,30000,OWN,11/07/2021,10+ years,0.136, 36 months,3,3,Medium,36,,,
17875,Debt consolidation,30000,OWN,11/09/2021,10+ years,0.2032, 36 months,3,3,Medium,36,,,
9000,Debt consolidation,51000,OWN,10/07/2021,10+ years,0.072, 36 months,3,3,Medium,36,,,
13000,Debt consolidation,40000,OWN,11/03/2021,10+ years,0.0768, 36 months,3,3,Medium,36,,,
8000,Debt consolidation,44000,OWN,09/04/2021,10+ years,0.1516, 36 months,3,3,Medium,36,,,
6400,Debt consolidation,40000,OWN,09/05/2021,10+ years,0.24, 36 months,3,3,Medium,36,,,
